CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
199030381;Curtis;Brown;esperanza.skiles@effertz.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13285, 13185, 12665, 13981, 13981]
200253524;Leatha;Fay;pattie.hayes@davis.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 12667, 13185, 13185, 13579, 13981]
199004238;Janet;Kilback;o'conner.willard@barton.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 13185, 12664, 13183, 13981, 13579]
200626852;Johnpaul;Streich;upurdy@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13981, 13183, 13185, 13981, 13183]
200847252;Maverick;Douglas;dmetz@kemmer.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 12665, 13185, 13981, 13183, 13981]
200647765;Mylene;Stiedemann;carter.kariane@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13183, 13185, 12667, 13579, 13981]
199698961;Alphonso;Stracke;cydney14@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13183, 13579, 12667, 12667, 13981, 13579]
200764419;Johnathan;Morar;lindsey.larson@gleason.info;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 13185, 13579, 13183, 13579, 13579]
199651003;Anne;Kertzmann;malachi.schumm@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13579, 12664, 13285, 13183, 13183, 13183]
199620342;Chadrick;Schuppe;luisa.lowe@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 12667, 13981, 13981, 13981, 13183]
200474067;Otilia;Funk;selena81@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 13185, 13579, 13185, 13579, 13981]
199190404;Asia;Hegmann;yherzog@mayert.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13981, 13183, 13183, 13183, 13579]
199126424;Alta;Tromp;grayson41@parkermurray.org;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 13579, 13579, 13183, 13183, 13579]
199386659;Zander;Swaniawski;graham.lebsack@fay.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 12664, 13183, 13183, 13579, 13183]
200031088;Brant;D'Amore;abernier@goyetterau.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13285, 12667, 12665, 13183, 13579]
201311400;Verda;Lemke;casandra23@dickinsonschoen.info;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13185, 12664, 12667, 13183, 13183]
200645934;Dimitri;Kutch;jayde.jakubowski@ernsermurphy.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 13185, 13285, 13185, 13183, 13981]
199991947;Jorge;Doyle;kmaggio@swaniawskieichmann.info;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13185, 13185, 12667, 13183, 13981]
199888796;Natalia;Graham;jamey27@willboyle.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 12667, 12664, 13183, 13183, 13579]
199060298;Oren;Casper;elissa98@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13981, 13981, 13579, 13981, 13579]
200337238;Concepcion;Quitzon;lakin.marguerite@prosaccohermann.org;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 13285, 12664, 13183, 13183, 13981]
201105286;Britney;Connelly;kayli03@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13579, 12665, 13185, 12665, 13579, 13579]
199286496;Damion;Blanda;raynor.hilma@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13185, 12664, 12667, 13981, 13183]
