CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
200081961;Declan;Bradtke;dallin55@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13185, 13183, 13981, 13183, 13981]
201131981;Rosanna;Krajcik;christy.goodwin@abernathydenesik.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13981, 13183, 13981, 13183, 13579]
200917449;Maryam;Mosciski;beau63@wiza.net;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 13285, 13183, 12665, 13579, 13981]
201522721;Ivah;Vandervort;sheldon.mclaughlin@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13285, 13285, 13981, 13185, 13981, 13579]
201022343;Glenna;Reynolds;grady.jesse@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 13185, 13185, 13185, 13981, 13183]
199341153;Hailey;Hessel;felton12@tillman.org;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13183, 12667, 12667, 13579, 13981]
199873016;Kariane;Lowe;brandt.nitzsche@jaskolski.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 12664, 13285, 13185, 13183, 13981]
201108460;Jonatan;Will;wilderman.gladyce@marquardt.info;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 12667, 12665, 13185, 13579, 13981]
200691847;Lia;Kreiger;kihn.arjun@boylemurazik.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13579, 13183, 12667, 13183, 13183]
200913453;Autumn;Dooley;dibbert.kristian@flatleykoelpin.net;MAESTRIA EN ARQUITECTURAS TI;[13285, 13579, 12664, 13185, 12667, 13579, 13579]
201044331;Dexter;Wuckert;angie.daniel@kemmerdaniel.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13285, 13285, 13183, 13579, 13579]
199901186;Solon;Olson;pjewess@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13981, 13579, 13185, 13579, 13981]
200394452;Ivory;Torphy;quentin85@moenwolff.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13183, 13579, 13185, 13981, 13579]
199750672;Julio;Abshire;orville.gleason@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13982, 12664, 13285, 12665, 13579, 13183]
201156193;Colby;Olson;emile.mitchell@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13185, 13185, 12667, 13183, 13183]
199615442;Gwendolyn;Bergnaum;farrell.frieda@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13981, 13285, 12667, 13579, 13981]
200114970;Delia;Waters;skirlin@russel.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13183, 13579, 12665, 13183, 13183, 13579]
200116572;Halie;Ward;raina41@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 13183, 12664, 13185, 13981, 13183]
200705614;Jennyfer;Osinski;nikita39@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 12667, 12667, 12665, 13579, 13579]
199357115;Maxwell;Witting;vince89@pfannerstillbrekke.info;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12667, 12667, 13981, 13579, 13579]
199701087;Eliza;Schulist;hollis80@vonwolff.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13185, 12665, 13183, 13579, 13183]
199776821;Uriel;Connelly;arnulfo64@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12665, 12665, 12664, 13981, 13183, 13183]
199445128;Clyde;Dietrich;aron72@fisher.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13982, 12664, 13285, 12667, 13579, 13579]
