CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
200736788;Dorothy;Torp;carlo.roberts@heidenreich.info;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 13185, 12664, 13183, 13579, 13183]
200734436;Rae;Lubowitz;aheathcote@schuppelakin.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13982, 12664, 13185, 12667, 13183, 13579]
200708074;Jed;Donnelly;murphy.adah@romaguera.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13183, 13981, 12665, 13579, 13183]
200727322;Destany;Gibson;murray.millie@marquardt.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 12665, 12667, 12667, 13183, 13183]
201320126;Amie;Lang;dframi@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 13185, 13183, 13579, 13981, 13183]
200391533;Eino;Heathcote;sven26@harber.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13183, 12667, 13183, 13981, 13183]
201528978;Camylle;Rempel;langosh.lavon@bayer.net;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13185, 13579, 12665, 13183, 13981]
201454059;Robb;Pfannerstill;satterfield.betsy@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13185, 13579, 13183, 13981, 13981]
200037255;Elizabeth;Ritchie;bokuneva@brakus.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 12667, 12667, 13981, 13579, 13579]
199845849;Lavern;Jones;arielle23@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13981, 13185, 13579, 13183, 13579]
199884292;Jany;Johnston;viviane24@abshirebins.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13579, 12667, 13981, 13579, 13183]
200153785;Vanessa;Funk;tanderson@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13285, 13981, 13981, 13579, 13981]
200377053;Kelton;Howell;fisher.glen@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 13579, 13185, 13183, 13981, 13579]
199197732;Sibyl;Gleichner;jaunita12@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 12664, 13579, 13185, 13183, 13579]
200471733;Dangelo;Keeling;agulgowski@wardmarquardt.org;MAESTRIA EN ARQUITECTURAS TI;[13285, 13183, 13981, 12665, 13981, 13981, 13183]
199473408;Allie;Davis;drogahn@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13183, 12664, 12665, 13183, 13183]
199668742;Maxine;Bernhard;cschroeder@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 12664, 12665, 12667, 13981, 13183]
199348130;Marilyne;Deckow;sbogisich@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13185, 13981, 12665, 13183, 13981]
200529590;Leila;Kilback;bernhard.lolita@runolfsdottirjohnston.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13185, 12664, 13185, 13981, 13183]
201230371;Rocky;Purdy;may.jast@bogisich.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 12664, 13579, 13183, 13981, 13183]
199834657;Felix;Nikolaus;ebergstrom@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 13285, 12665, 13981, 13981, 13981]
199472163;Mia;Zboncak;izboncak@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 13981, 12667, 13185, 13981, 13579]
201490383;Augustine;Homenick;ole23@marquardt.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13579, 12664, 13981, 13579, 13183]
