CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
199903979;Leora;Smith;uwilliamson@watsicajast.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 13579, 13183, 12665, 13579, 13981]
200459515;Christophe;Rempel;xmuller@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 12665, 13579, 12665, 13183, 13183]
201219493;Kiana;Auer;helena.o'keefe@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13285, 12667, 12667, 13981, 13579]
201438714;Jerad;Maggio;plegros@hickle.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13285, 12665, 13981, 13981, 13981]
199361012;Betty;Tillman;mavis.klein@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12667, 13285, 12665, 13183, 13981]
199242263;Maxie;Beatty;labadie.moshe@ziemann.org;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 12665, 13185, 13183, 13981, 13579]
200762919;Cleveland;Moen;antonio93@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 12664, 13183, 12665, 13981, 13579]
201264858;Ivy;Daugherty;lockman.brenda@nicolas.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13285, 12664, 13579, 13183, 13981]
201413620;Pietro;Bashirian;julien13@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 13285, 12667, 12665, 13579, 13981]
199525130;Chesley;Hahn;margarette.spinka@douglas.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13579, 13981, 12665, 13579, 13183]
200031118;Andreane;Cummerata;dovie.turcotte@bogisich.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13285, 12667, 12667, 13579, 13981, 13183]
199651203;Glen;Moen;karolann01@wisozk.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12664, 13285, 13981, 13981, 13183]
200807979;Mervin;Kihn;cormier.taryn@sporer.biz;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 13579, 12667, 13579, 13981, 13579]
199053620;Parker;Lakin;pearline34@douglaskemmer.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13579, 12665, 12665, 13579, 13579]
199652290;Alford;Legros;emie41@jerdeheller.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13981, 13183, 13183, 13185, 13579, 13981]
201287256;Dayton;Barton;bailey.deondre@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 13185, 13183, 13185, 13981, 13183]
199324330;Quentin;Harvey;travis.lakin@halvorson.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13183, 12667, 13981, 13183, 13579, 13183]
199009761;Marcelo;Will;cstanton@keeblerbeahan.biz;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 13285, 13579, 12667, 13183, 13981]
200848864;Gerald;Erdman;tjohns@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13183, 13183, 12667, 13185, 13981, 13183]
200050097;Lyla;Runolfsdottir;xjenkins@whitestracke.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13579, 12664, 13285, 13981, 13981, 13579]
199757757;Chandler;Schowalter;kemmer.letitia@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12667, 13185, 12665, 13183, 13981]
200187122;Nettie;Hickle;garrett.ondricka@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 13285, 13185, 13183, 13183, 13183]
201392706;Michale;Schinner;harvey.asa@kovacek.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13285, 12665, 13981, 13981, 13981]
